,id,type,gantryType,lat,lng,pilenumber,status,startTime,endTime,etcGantryHex,POWERSUPPLYNODENAME,POWERSUPPLYNODEDISTANCE,name,boundaryType,tollIntervals,rsuManUID,rsuModel,rsuID,VPLRUID,VPLRModel,VPLRID,HDVUID,HDVModel,HDVID,controllerUID,controllerModel,controllerID,controllerSysVer,serverUID,serverModel,serverID,serverSysVer,serverDBVer,vehDetectorUID,vehDetectorModel,vehDetectorID,weatherDetectorUID,weatherDetectorModel,weatherDetectorID,classDetectorUID,classDetectorModel,classDetectorID,loadDetectionUID,loadDetectionModel,loadDetectionID,tempControllerUID,tempControllerModel,tempControllerID,powerControllerUID,powerControllerModel,powerControllerID,safeEquipUID,safeEquipModel,safeEquipID,lineType,operators,dataMergePoint,imei,ip,snmpVersion,snmpPort,community,securityName,securityLevel,authentication,authKey,encryption,secretKey,operation,COMPANYNAME,station,LANE,stationfx,LANEFX,note,PICNUM,NUM,SORT,LANECOUNT,gantrySign,reEtcGantryHex,agencyGantryIds,REGIONALISMCODE,COUNTRYNAME,REGIONNAME
3184,G031261003000120050,0,2,,,,2,2020/1/1,2999/12/31,6D778A,,,蓝田5,,G031261003000120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,,,,,,,,1,,963901,2,,,3,,5,30602,1|0,,6C7789,,,,
3185,G031261003000120060,0,2,,,,2,2020/1/1,2999/12/31,6D778A,,,蓝田6,,G031261003000120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,,,,,,,,1,,963901,3,,,3,,6,30602,1|0,,6C7789,,,,
3186,G031261004000110010,0,2,34.397913,108.630119,1523.5,2,2019/11/1,2999/12/31,6C778B,双照,100,双照1,,G031261004000110,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,,,,,,,,,,,,,,,,,,,,,,2,3,0.0.0.0,,,,161,,,,,,,,1,,963001,1,G0312610040010,G03126100400103010010,3,,1,30603,1|0,,6D778C,,610402,秦都区,咸阳市
3187,G031261004000110020,0,2,34.397913,108.630119,1523.5,2,2019/11/1,2999/12/31,6C778B,双照,100,双照2,,G031261004000110,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,,,,,,,,,,,,,,,,,,,,,,2,3,0.0.0.0,,,,161,,,,,,,,1,,963001,2,G0312610040010,G03126100400103010020,3,,2,30603,1|0,,6D778C,,610402,秦都区,咸阳市
3188,G031261004000110030,0,2,34.397913,108.630119,1523.5,2,2019/11/1,2999/12/31,6C778B,双照,100,双照3,,G031261004000110,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,,,,,,,,,,,,,,,,,,,,,,2,3,0.0.0.0,,,,161,,,,,,,,1,,963001,3,G0312610040010,G03126100400103010030,3,,3,30603,1|0,,6D778C,,610402,秦都区,咸阳市
3189,G031261004000110040,0,2,34.397913,108.630119,1523.5,2,2019/11/1,2999/12/31,6C778B,双照,100,双照4,,G031261004000110,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,,,,,,,,,,,,,,,,,,,,,,2,3,0.0.0.0,,,,161,,,,,,,,1,,963001,4,G0312610040010,G03126100400103010040,3,,4,30603,1|0,,6D778C,,610402,秦都区,咸阳市
3190,G031261004000110050,0,2,34.397913,108.630119,1523.5,2,2019/11/1,2999/12/31,6C778B,双照,100,双照5,,G031261004000110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0.0.0.0,,,,161,,,,,,,,1,,963001,101,,,3,,5,30603,1|0,,6D778C,,,,
3191,G031261004000110060,0,2,34.397913,108.630119,1523.5,2,2019/11/1,2999/12/31,6C778B,双照,100,双照6,,G031261004000110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0.0.0.0,,,,161,,,,,,,,1,,963001,102,,,3,,6,30603,1|0,,6D778C,,,,
3192,G031261004000110070,0,2,34.397913,108.630119,1523.5,2,2019/11/1,2999/12/31,6C778B,双照,100,双照7,,G031261004000110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0.0.0.0,,,,161,,,,,,,,1,,963001,103,,,3,,7,30603,1|0,,6D778C,,,,
3193,G031261004000110080,0,2,34.397913,108.630119,1523.5,2,2019/11/1,2999/12/31,6C778B,双照,100,双照8,,G031261004000110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0.0.0.0,,,,161,,,,,,,,1,,963001,104,,,3,,8,30603,1|0,,6D778C,,,,
3194,G031261004000120010,0,2,34.397913,108.630119,1523.5,2,2003/9/1,2023/8/31,6D778C,双照,100,双照1,,G031261004000120,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,,,,,,,,,,,,,,,,,,,,,,2,3,0.0.0.0,,,,161,,,,,,,,1,,963001,101,G0312610040010,G03126100400103020010,3,,1,30604,1|0,,6C778B,,610402,秦都区,咸阳市
3195,G031261004000120020,0,2,34.397913,108.630119,1523.5,2,2003/9/1,2023/8/31,6D778C,双照,100,双照2,,G031261004000120,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,,,,,,,,,,,,,,,,,,,,,,2,3,0.0.0.0,,,,161,,,,,,,,1,,963001,102,G0312610040010,G03126100400103020020,3,,2,30604,1|0,,6C778B,,610402,秦都区,咸阳市
3196,G031261004000120030,0,2,34.397913,108.630119,1523.5,2,2003/9/1,2023/8/31,6D778C,双照,100,双照3,,G031261004000120,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,,,,,,,,,,,,,,,,,,,,,,2,3,0.0.0.0,,,,161,,,,,,,,1,,963001,103,G0312610040010,G03126100400103020030,3,,3,30604,1|0,,6C778B,,610402,秦都区,咸阳市
3197,G031261004000120040,0,2,34.397913,108.630119,1523.5,2,2003/9/1,2023/8/31,6D778C,双照,100,双照4,,G031261004000120,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,,,,,,,,,,,,,,,,,,,,,,2,3,0.0.0.0,,,,161,,,,,,,,1,,963001,104,G0312610040010,G03126100400103020040,3,,4,30604,1|0,,6C778B,,610402,秦都区,咸阳市
3198,G031261004000120050,0,2,,,,2,2020/1/1,2999/12/31,6D778C,,,双照5,,G031261004000120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,,,,,,,,1,,963001,1,,,3,,5,30604,1|0,,6C778B,,,,
3199,G031261004000120060,0,2,,,,2,2020/1/1,2999/12/31,6D778C,,,双照6,,G031261004000120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,,,,,,,,1,,963001,2,,,3,,6,30604,1|0,,6C778B,,,,
3200,G031261004000120070,0,2,,,,2,2020/1/1,2999/12/31,6D778C,,,双照7,,G031261004000120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,,,,,,,,1,,963001,3,,,3,,7,30604,1|0,,6C778B,,,,
3201,G031261004000120080,0,2,,,,2,2020/1/1,2999/12/31,6D778C,,,双照8,,G031261004000120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,,,,,,,,1,,963001,4,,,3,,8,30604,1|0,,6C778B,,,,
3202,G031261004000210010,0,2,34.517953,108.284982,1558.5,2,2019/11/1,2999/12/31,6C778D,乾县,100,乾县1,,G031261004000210,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,,,,,,,,,,,,,,,,,,,,,,2,3,0.0.0.0,,,,161,,,,,,,,1,,963002,1,G0312610040020,G03126100400203010010,3,,1,30605,1|0,,6D778E,,610424,乾县,咸阳市
3203,G031261004000210020,0,2,34.517953,108.284982,1558.5,2,2019/11/1,2999/12/31,6C778D,乾县,100,乾县2,,G031261004000210,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,,,,,,,,,,,,,,,,,,,,,,2,3,0.0.0.0,,,,161,,,,,,,,1,,963002,2,G0312610040020,G03126100400203010020,3,,2,30605,1|0,,6D778E,,610424,乾县,咸阳市
3204,G031261004000210030,0,2,34.517953,108.284982,1558.5,2,2019/11/1,2999/12/31,6C778D,乾县,100,乾县3,,G031261004000210,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,,,,,,,,,,,,,,,,,,,,,,2,3,0.0.0.0,,,,161,,,,,,,,1,,963002,3,G0312610040020,G03126100400203010030,3,,3,30605,1|0,,6D778E,,610424,乾县,咸阳市
3205,G031261004000210040,0,2,34.517953,108.284982,1558.5,2,2019/11/1,2999/12/31,6C778D,乾县,0,乾县4,,G031261004000210,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,,,,,,,,,,,,,,,,,,,,,,2,3,0.0.0.0,,,,161,,,,,,,,1,,963002,4,G0312610040020,G03126100400203010040,3,,4,30605,1|0,,6D778E,,610424,乾县,咸阳市
3206,G031261004000210050,0,2,34.517953,108.284982,1558.5,2,2019/11/1,2999/12/31,6C778D,乾县,0,乾县5,,G031261004000210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0.0.0.0,,,,161,,,,,,,,1,,963002,101,,,3,,5,30605,1|0,,6D778E,,,,
3207,G031261004000210060,0,2,34.517953,108.284982,1558.5,2,2019/11/1,2999/12/31,6C778D,乾县,0,乾县6,,G031261004000210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0.0.0.0,,,,161,,,,,,,,1,,963002,102,,,3,,6,30605,1|0,,6D778E,,,,
3208,G031261004000210070,0,2,34.517953,108.284982,1558.5,2,2019/11/1,2999/12/31,6C778D,乾县,0,乾县7,,G031261004000210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0.0.0.0,,,,161,,,,,,,,1,,963002,103,,,3,,7,30605,1|0,,6D778E,,,,
3209,G031261004000210080,0,2,34.517953,108.284982,1558.5,2,2019/11/1,2999/12/31,6C778D,乾县,0,乾县8,,G031261004000210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0.0.0.0,,,,161,,,,,,,,1,,963002,104,,,3,,8,30605,1|0,,6D778E,,,,
3210,G031261004000220010,0,2,34.519178,108.284844,1558.5,2,2003/9/1,2023/8/31,6D778E,乾县,0,乾县1,,G031261004000220,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,,,,,,,,,,,,,,,,,,,,,,2,3,0.0.0.0,,,,161,,,,,,,,1,,963002,101,G0312610040020,G03126100400203020010,3,,1,30606,1|0,,6C778D,,610424,乾县,咸阳市
3211,G031261004000220020,0,2,34.519178,108.284844,1558.5,2,2003/9/1,2023/8/31,6D778E,乾县,0,乾县2,,G031261004000220,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,,,,,,,,,,,,,,,,,,,,,,2,3,0.0.0.0,,,,161,,,,,,,,1,,963002,102,G0312610040020,G03126100400203020020,3,,2,30606,1|0,,6C778D,,610424,乾县,咸阳市
3212,G031261004000220030,0,2,34.519178,108.284844,1558.5,2,2003/9/1,2023/8/31,6D778E,乾县,0,乾县3,,G031261004000220,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,,,,,,,,,,,,,,,,,,,,,,2,3,0.0.0.0,,,,161,,,,,,,,1,,963002,103,G0312610040020,G03126100400203020030,3,,3,30606,1|0,,6C778D,,610424,乾县,咸阳市
3213,G031261004000220040,0,2,34.519178,108.284844,1558.5,2,2003/9/1,2999/12/31,6D778E,乾县,0,乾县4,,G031261004000220,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,,,,,,,,,,,,,,,,,,,,,,2,3,0.0.0.0,,,,161,,,,,,,,1,,963002,104,G0312610040020,G03126100400203020040,3,,4,30606,1|0,,6C778D,,610424,乾县,咸阳市
3214,G031261004000220050,0,2,34.519178,108.284844,1558.5,2,2020/1/1,2999/12/31,6D778E,,,乾县5,,G031261004000220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,,,,,,,,1,,963002,1,,,3,,5,30606,1|0,,6C778D,,,,
3215,G031261004000220060,0,2,34.519178,108.284844,1558.5,2,2020/1/1,2999/12/31,6D778E,,,乾县6,,G031261004000220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,,,,,,,,1,,963002,2,,,3,,6,30606,1|0,,6C778D,,,,
3216,G031261004000220070,0,2,34.519178,108.284844,1558.5,2,2020/1/1,2999/12/31,6D778E,,,乾县7,,G031261004000220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,,,,,,,,1,,963002,3,,,3,,7,30606,1|0,,6C778D,,,,
3217,G031261004000220080,0,2,34.519178,108.284844,1558.5,2,2020/1/1,2999/12/31,6D778E,,,乾县8,,G031261004000220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,,,,,,,,1,,963002,4,,,3,,8,30606,1|0,,6C778D,,,,
3218,G031661001000110010,0,2,33.098377,107.13886,2150.1,2,2016/12/3,2028/8/17,6C778F,铺镇,0,铺镇1,,G031661001000110,3,JLST-01(CTRL),03JL1509017,0X01,IDS-TCH300-AGE-N,C33405568,0X01,IDS-TCH300-AGE-N,C33405568,0X03,研华IPC-610,KAA8162273,WindowsXP,0X01,华为RH5885V3,QPZQ8K129KR-00021,WindowsServer2008R2,SQLserver2008,,,,,,,,,,,,,,,,,,,,,,2,3,10.254.203.106,,0.0.0.0,,161,,,,,,,,1,,960401,1,G0316610010010,G03166100100103020010,3,,1,30607,1|1,,6D7790,,610702,汉台区,汉中市
3219,G031661001000110020,0,2,33.098377,107.13886,2150.1,2,2008/10/10,2028/8/17,6C778F,铺镇,0,铺镇2,,G031661001000110,3,JLST-01(CTRL),03JL1509017,0X01,IDS-TCH300-AGE-N,C33405561,0X01,IDS-TCH300-AGE-N,C34405561,0X03,研华IPC-610,KAN8183734,WindowsXP,0X01,华为RH5885V3,QPZQ8K129KR-00021,WindowsServer2008R2,SQLserver2008,,,,,,,,,,,,,,,,,,,,,,2,3,10.254.203.106,,,,161,,,,,,,,1,,960401,2,G0316610010010,G03166100100103020020,3,,2,30607,1|1,,6D7790,,610702,汉台区,汉中市
3220,G031661001000110030,0,2,33.098377,107.13886,2150.1,2,2008/10/10,2028/8/17,6C778F,铺镇,0,铺镇3,,G031661001000110,3,JLST-01(CTRL),03JL1509017,0X01,IDS-TCH300-AGE-N,C33405529,0X01,IDS-TCH300-AGE-N,C33405529,0X03,研华IPC-610,KAN8183733,Windowsxp,0X01,华为RH5885V3,QPZQ8K129KR-00021,windowsServer2008R2,SQLserver2008,,,,,,,,,,,,,,,,,,,,,,2,3,10.254.203.106,,,,161,,,,,,,,1,,960401,3,G0316610010010,G03166100100103020030,3,,3,30607,1|1,,6D7790,,610702,汉台区,汉中市
3221,G031661001000110040,0,2,33.098377,107.13886,2150.1,2,2008/10/10,2028/8/17,6C778F,铺镇,0,铺镇4,,G031661001000110,3,JLST-01(CTSL),03JL1509017,0X01,IDS-TCH300-AGE-N,C33405563,0X01,IDS-TCH300-AGE-N,C33405563,0X03,研华IPC-610,KAN8183731,Windowsxp,0X01,华为RH5885V3,QPZQ8K129KR-00021,WindowsServer2008R2,SQLserver2008,,,,,,,,,,,,,,,,,,,,,,2,3,10.254.203.106,,,,161,,,,,,,,1,,960401,4,G0316610010010,G03166100100103020040,3,,4,30607,1|1,,6D7790,,610702,汉台区,汉中市
3222,G031661001000110050,0,2,33.098377,107.13886,2150.1,1,2008/10/10,2028/8/17,6C778F,铺镇,0,铺镇5,,G031661001000110,3,JLST-01(CTRL),03JL1509017,0X01,IDS-TCH300-AGE-N,C33405558,0X01,IDS-TCH300-AGE-N,C33405558,0X03,研华IPC-610,KAN8161668,WindowsXP,0X01,华为RH5885V3,QPZQ8K129KR-00021,WindowsServer2008R2,SQLserver2008,,,,,,,,,,,,,,,,,,,,,,2,3,10.254.203.106,,,,161,,,,,,,,1,,960401,5,G0316610010010,G03166100100103020050,3,,5,30607,1|1,,6D7790,,610702,汉台区,汉中市
3223,G031661001000110060,0,2,33.098377,107.13886,2150.1,2,2016/12/3,2028/8/17,6C778F,铺镇,0,铺镇6,,G031661001000110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,10.254.203.106,,,,161,,,,,,,,1,,960401,101,,,3,,6,30607,1|0,,6D7790,,,,
3224,G031661001000110070,0,2,33.098377,107.13886,2150.1,2,2016/12/3,2028/8/17,6C778F,铺镇,0,铺镇7,,G031661001000110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,10.254.203.106,,,,161,,,,,,,,1,,960401,102,,,3,,7,30607,1|0,,6D7790,,,,
3225,G031661001000110080,0,2,33.098377,107.13886,2150.1,2,2016/12/3,2028/8/17,6C778F,铺镇,0,铺镇8,,G031661001000110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,10.254.203.106,,,,161,,,,,,,,1,,960401,103,,,3,,8,30607,1|0,,6D7790,,,,
3226,G031661001000110090,0,2,33.098377,107.13886,2150.1,2,2016/12/3,2028/8/17,6C778F,铺镇,0,铺镇9,,G031661001000110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,10.254.203.106,,,,161,,,,,,,,1,,960401,104,,,3,,9,30607,1|0,,6D7790,,,,
3227,G031661001000110100,0,2,33.098377,107.13886,2150.1,2,2016/12/3,2028/8/17,6C778F,铺镇,0,铺镇10,,G031661001000110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,10.254.203.106,,,,161,,,,,,,,1,,960401,105,,,3,,10,30607,1|0,,6D7790,,,,
3228,G031661001000120010,0,2,33.098377,107.13886,2150.1,2,2016/12/3,2028/8/17,6D7790,铺镇,0,铺镇1,,G031661001000120,3,JLST-01(CTRL),03JL1509023,0X01,IDS-TCH300-AGE-N,C33405565,0X01,IDS-TCH300-AGE-N,C33405565,0X03,研华IPC-610,KAA8162278,WindowsXP,0X01,华为RH5885V3,QPZQ8K129KR-00021,WindowsServer2008R2,SQLserver2008,,,,,,,,,,,,,,,,,,,,,,2,3,10.254.206.103,,0.0.0.0,,161,,,,,,,,1,,960401,101,G0316610010010,G03166100100103010010,3,,1,30608,1|1,,6C778F,,610702,汉台区,汉中市
3229,G031661001000120020,0,2,33.098377,107.13886,2150.1,2,2008/10/10,2028/8/17,6D7790,铺镇,0,铺镇2,,G031661001000120,3,JLST-01(CTRL),03JL1509023,0X01,IDS-TCH300-AGE-N,C33405557,0X01,IDS-TCH300-AGE-N,C33405557,0X03,研华IPC-610,KAN8183730,WindowsXP,0X01,华为RH5885V3,QPZQ8K129KR-00021,WindowsServer2008R2,SQLserver2008,,,,,,,,,,,,,,,,,,,,,,2,3,10.254.206.103,,,,161,,,,,,,,1,,960401,102,G0316610010010,G03166100100103010020,3,,2,30608,1|1,,6C778F,,610702,汉台区,汉中市
3230,G031661001000120030,0,2,33.098377,107.13886,2150.1,2,2008/10/10,2028/8/17,6D7790,铺镇,0,铺镇3,,G031661001000120,3,JLST-01(CTRL),03JL1509023,0X01,IDS-TCH300-AGE-N,C33405564,0X01,IDS-TCH300-AGE-N,C33405564,0X03,研华IPC-610,KAA8162276,WindowsXP,0X01,研华RH5885V3,QPZQ8K129KR-00021,WindowsServer2008R2,SQLserver2008,,,,,,,,,,,,,,,,,,,,,,2,3,10.254.206.103,,,,161,,,,,,,,1,,960401,103,G0316610010010,G03166100100103010030,3,,3,30608,1|1,,6C778F,,610702,汉台区,汉中市
3231,G031661001000120040,0,2,33.098377,107.13886,2150.1,2,2008/10/10,2028/8/17,6D7790,铺镇,0,铺镇4,,G031661001000120,3,JLST-01(CTRL),03JL1509023,0X01,IDS-TCH300-AGE-N,C33405528,0X01,IDS-TCH300-AGE-N,C33405528,0X03,研华IPC-610,KAN8183732,WindowsXP,0X01,华为RH5885V3,QPZQ8K129KR-00021,WindowsServer2008R2,SQLserver2008,,,,,,,,,,,,,,,,,,,,,,2,3,10.254.206.103,,,,161,,,,,,,,1,,960401,104,G0316610010010,G03166100100103010040,3,,4,30608,1|1,,6C778F,,610702,汉台区,汉中市
3232,G031661001000120050,0,2,33.098377,107.13886,2150.1,1,2008/10/10,2028/8/17,6D7790,铺镇,0,铺镇5,,G031661001000120,3,JLST-01(CTRL),03JL1509023,0X01,IDS-TCH300-AGE-N,C33405525,0X01,IDS-TCH300-AGE-N,C33405525,0X03,研华IPC-610,KAA8161672,WindowsXP,0X01,华为RH5885V3,QPZQ8K129KR-00021,WindowsServer2008R2,SQLserver2008,,,,,,,,,,,,,,,,,,,,,,2,3,10.254.206.103,,,,161,,,,,,,,1,,960401,105,G0316610010010,G03166100100103010050,3,,5,30608,1|1,,6C778F,,610702,汉台区,汉中市
3233,G031661001000120060,0,2,33.098377,107.13886,2150.1,2,2016/12/3,2028/8/3,6D7790,铺镇,0,铺镇6,,G031661001000120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,10.254.206.103,,,,161,,,,,,,,1,,960401,1,,,3,,6,30608,1|0,,6C778F,,,,
3234,G031661001000120070,0,2,33.098377,107.13886,2150.1,2,2016/12/3,2028/8/3,6D7790,铺镇,0,铺镇7,,G031661001000120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,10.254.206.103,,,,161,,,,,,,,1,,960401,2,,,3,,7,30608,1|0,,6C778F,,,,
3235,G031661001000120080,0,2,33.098377,107.13886,2150.1,2,2016/12/3,2028/8/3,6D7790,铺镇,0,铺镇8,,G031661001000120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,10.254.206.103,,,,161,,,,,,,,1,,960401,3,,,3,,8,30608,1|0,,6C778F,,,,
3236,G031661001000120090,0,2,33.098377,107.13886,2150.1,2,2016/12/3,2028/8/3,6D7790,铺镇,0,铺镇9,,G031661001000120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,10.254.206.103,,,,161,,,,,,,,1,,960401,4,,,3,,9,30608,1|0,,6C778F,,,,
3237,G031661001000120100,0,2,33.098377,107.13886,2150.1,2,2016/12/3,2028/8/3,6D7790,铺镇,0,铺镇10,,G031661001000120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,10.254.206.103,,,,161,,,,,,,,1,,960401,5,,,3,,10,30608,1|0,,6C778F,,,,
3238,G033661001000110010,0,2,39.062493,110.502139,63.55,2,2016/2/10,2022/2/6,6C7791,小沙梁,0,小沙梁001,,G033661001000110,101,101,101,0X15,PRCU/SIC2G-1-2,575944842,0X15,PRCU/SIC2G-1-2,575944842,0X04,IPC-810准系统,F5GGPA08000159,WindowsXP,0X13,ZJGT002001,1.901E+15,Windows Server 2008,SqlServer2008,,,,,,,,,,,,,,,,,,,,,,2,3,30.61.20.101,,,,161,,,,,,,,1,,963201,1,G0336610010010,G03366100100103010010,3,,1,30609,1|1,,6D7792,,610822,府谷县?,榆林市
3239,G033661001000110020,0,2,39.062493,110.502139,63.55,2,2016/2/10,2022/2/6,6C7791,小沙梁,0,小沙梁002,,G033661001000110,101,101,101,0X15,PRCU/SIC2G-1-5,565064269,0X15,PRCU/SIC2G-1-5,565064269,0X04,IPC-810准系统,F5GGPA08000242,WindowsXP,0X13,ZJGT002001,1.901E+15,Windows Server 2008,SqlServer2008 ,,,,,,,,,,,,,,,,,,,,,,2,3,30.61.20.102,,,,161,,,,,,,,1,,963201,2,G0336610010010,G03366100100103010020,3,,2,30609,1|1,,6D7792,,610822,府谷县?,榆林市
3240,G033661001000110030,0,2,39.062493,110.502139,63.55,2,2016/2/10,2022/2/6,6C7791,小沙梁,0,小沙梁003,,G033661001000110,101,101,101,0X15,PRCU/SIC2G-1-2,575944847,0X15,PRCU/SIC2G-1-2,575944847,0X04,IPC-810准系统,F5GGPA08000237,WindowsXP,0X13,ZJGT002001,1.901E+15,Windows Server 2008,SqlServer2008 ,,,,,,,,,,,,,,,,,,,,,,2,3,30.61.20.103,,,,161,,,,,,,,1,,963201,3,G0336610010010,G03366100100103010030,3,,3,30609,1|1,,6D7792,,610822,府谷县?,榆林市
3241,G033661001000110040,0,2,39.062493,110.502139,63.55,2,2016/2/10,2022/2/6,6C7791,小沙梁,0,小沙梁004,,G033661001000110,101,101,101,0X15,PRCU/SIC2G-1-5,565064279,0X15,PRCU/SIC2G-1-5,565064279,0X04,IPC-810准系统,F5GGPA08000238,WindowsXP,0X13,ZJGT002001,1.901E+15,Windows Server 2008,SqlServer2008 ,,,,,,,,,,,,,,,,,,,,,,2,3,30.61.20.104,,,,161,,,,,,,,1,,963201,4,G0336610010010,G03366100100103010040,3,,4,30609,1|1,,6D7792,,610822,府谷县?,榆林市
3242,G033661001000110050,0,2,39.062493,110.502139,63.55,2,2016/2/10,2022/2/6,6C7791,小沙梁,0,小沙梁005,,G033661001000110,101,101,101,0X15,PRCU/SIC2G-1-5,564187276,0X15,PRCU/SIC2G-1-5,564187276,0X04,IPC-810准系统,E5GGOH15006851,WindowsXP,0X13,ZJGT002001,1.901E+15,Windows Server 2008,SqlServer2008,,,,,,,,,,,,,,,,,,,,,,2,3,30.61.20.105,,,,161,,,,,,,,1,,963201,5,G0336610010010,G03366100100103010050,3,,5,30609,1|1,,6D7792,,610822,府谷县?,榆林市
3243,G033661001000110060,0,2,39.062493,110.502139,63.55,2,2016/2/10,2022/2/6,6C7791,小沙梁,0,小沙梁006,,G033661001000110,101,101,101,0X15,PRCU/SIC2G-1-5,578305077,0X15,PRCU/SIC2G-1-5,578305077,0X04,IPC-810准系统,E5GGOH15006821,WindowsXP,0X13,ZJGT002001,1.901E+15,Windows Server 2008,SqlServer2008 ,,,,,,,,,,,,,,,,,,,,,,2,3,30.61.20.106,,,,161,,,,,,,,1,,963201,6,G0336610010010,G03366100100103010060,3,,6,30609,1|1,,6D7792,,610822,府谷县?,榆林市
3244,G033661001000110070,0,2,39.062493,110.502139,63.55,2,2016/2/10,2022/2/6,6C7791,小沙梁,0,小沙梁007,,G033661001000110,101,101,101,0X15,PRCU/SIC2G-1-5,565064284,0X15,PRCU/SIC2G-1-5,565064284,0X04,IPC-810准系统,E5GGOH21007355,WindowsXP,0X13,ZJGT002001,1.901E+15,Windows Server 2008,SqlServer2008,,,,,,,,,,,,,,,,,,,,,,2,3,30.61.20.107,,,,161,,,,,,,,1,,963201,7,G0336610010010,G03366100100103010070,3,,7,30609,1|1,,6D7792,,610822,府谷县?,榆林市
3245,G033661001000110080,0,2,39.062493,110.502139,63.55,2,2016/2/10,2022/2/6,6C7791,小沙梁,0,小沙梁008,,G033661001000110,101,101,101,0X15,PRCU/SIC2G-1-5,C16240800,0X15,PRCU/SIC2G-1-5,C16240800,0X04,IPC-810准系统,E6DGRD08010434,Windows7,0X13,ZJGT002001,1.901E+15,Windows Server 2008,SqlServer2008,,,,,,,,,,,,,,,,,,,,,,2,3,30.61.20.108,,,,161,,,,,,,,1,,963201,8,G0336610010010,G03366100100103010080,3,,8,30609,1|1,,6D7792,,610822,府谷县?,榆林市
